,job_title,job_date,comp_name,comp_no,comp_type,comp_size,eco_activity,qualif,region,city,benefits,contract,positions,job_post_id,experience in years,gender,Salary
1198,أخصائي تسويق,16/06/1444,مؤسسة عبدالعزيز حمود عبدالعزيز القصير للتجارة,1-18501,خاص,صغيرة فئة ب,البيع بالجملة للأغذية والمشروبات,Unknown,الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 15,20202026397795,0,Female,4000.0
1199,سكرتير تنفيذي,16/06/1444,مؤسسة روح العزيمة للصيانة والنظافة,1-2278229,خاص,صغيرة فئة أ,تنظيف متخصص للمباني ، يشمل المداخن والنوافذ وغيرها,"['Skill data', 'مهارة التواصل الفعال', 'محترف', 'اجادة جميع برامج الاوفيس وورد,اكسل,بوربوينت,الخ..', 'محترف', 'Language data', 'الانجليزية', 'محترف', 'العربية', 'محترف', 'Professional certificate \\ License data', 'ادارة المشاريع الاحترافية', 'مفيد']",الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026397746,2,Female,4000.0
1200,أخصائي تسويق,16/06/1444,شركة العيد للاستقدام,9-2066545,خاص,صغيرة فئة ب,التوسط في استقدام العمالة الوافدة,"['Skill data', 'حاسب', 'محترف', 'برامج الاوفيس', 'محترف', 'Language data', 'انجليزي', 'متوسط']",مكة المكرمة,JEDDAH...,"['Salary', '4500.0', 'Benefits', 'تامين طبي ', 'تامينات']",دوام كامل,0 / 1,20202026397707,0,Female,4500.0
1201,بائع,16/06/1444,مؤسسة نور الإناره للتجارة,4-1962074,خاص,صغيرة فئة ب,البيع بالتجزئة للثريات والنجف والسلع المستخدمة في الإضاءة ومستلزماتها,Unknown,المنطقة الشرقية,AD DAMMAM...,"['Salary', '4500.0']",دوام كامل,0 / 1,20202026397509,0,Male,4500.0
1202,كاتب استعلامات مركز خدمة عملاء,16/06/1444,شركة ايوان جيفت التجارية,15-1975393,خاص,صغيرة فئة ب,مؤسسات ووكالات الدعاية والاعلان,"['Skill data', 'الحاسب الالي ', 'متوسط', 'Language data', 'الانجليزية', 'متوسط']",المنطقة الشرقية,AD DAMMAM...,"['Salary', '3500.0', 'Benefits', '1000 ريال بدلات اخرى ']",دوام كامل,0 / 1,20202026397329,0,Female,3500.0
1203,مهندس سلامة وصحة مهنية,16/06/1444,مكتب فايد للاستشارات الهندسية,10-1973129,خاص,صغيرة فئة ب,الاستشارات الهندسية للمياه والصرف الصحي,Unknown,المدينة المنورة,AL MADINA...,"['Salary', '7000.0', 'Benefits', 'تأمين طبي']",دوام كامل,0 / 1,20202026397324,2,Both,7000.0
1204,مهندس معماري,16/06/1444,مكتب الطاقات الذكية للاستشارات الهندسية,7-1944699,خاص,صغيرة فئة أ,إستشارات الهندسة الالكترونية,Unknown,المنطقة الشرقية,AD DAMMAM...,"['Salary', '7000.0']",دوام كامل,0 / 1,20202026397261,7,Both,7000.0
1205,نجّار,16/06/1444,شركة الاعمال الشاملة للتشغيل والصيانة,9-2001905,خاص,متوسطة فئة أ,أنشطة خدمات صيانة المباني,Unknown,مكة المكرمة,JEDDAH...,"['Salary', '4000.0']",دوام كامل,0 / 5,20202026397236,0,Male,4000.0
1206,محاسب,16/06/1444,مؤسسة ايرون استيل التجارية,9-2075886,خاص,صغيرة فئة أ,البيع بالتجزئة للأنابيب المعدنية والحديدية,"['Skill data', 'محاسبه', 'محترف', 'Language data', 'العربيه', 'متوسط', 'Professional certificate \\ License data', 'شهاده خبره في الحسابات', 'مفيد']",مكة المكرمة,JEDDAH...,"['Salary', '5000.0']",دوام كامل,0 / 1,20202026397145,2,Female,5000.0
1207,كاتب علاقات حكومية,16/06/1444,مجموعة اجير المتحدة للتشغيل والصيانة,1-2328664,خاص,صغيرة فئة أ,مؤسسات ووكالات الدعاية والاعلان,"['Skill data', 'القدرة على التواصل المباشر مع المسئولين داخل الوزا', 'محترف', 'معرفة المستندات والأوراق المطلوبة ( تجهيز ملف المع', 'محترف', 'ترتيب جدول أعمال اسبوعي حيث أن العلاقات الحكومية', 'محترف', 'اتقان العمل وترتيب المعاملات بشكل منم وتوجيها في ط', 'محترف', 'لالمام بجميع الخدمات التي تقدمها الجهات الحكومية و', 'محترف', 'المعرفة التامة بالخدمات الحكومي الإليكترونية و كيف', 'محترف', 'Language data', 'العربية', 'محترف', 'الإنجليزية ', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026396963,0,Female,4000.0
1208,مصفف شعر,16/06/1444,صالون دار الأناقة و الجمال للتزيين النسائي,9-1970165,خاص,صغيرة فئة ب,الصالونات النسائية,"['Skill data', 'المكياج', 'متوسط', 'Language data', 'العربية', 'محترف', 'الانجليزي', 'مبتدئ', 'Professional certificate \\ License data', 'الصالونات النسائية', 'مفيد', 'الكرت الصحي', 'ضروري']",مكة المكرمة,JEDDAH...,"['Salary', '3600.0']",دوام كامل,0 / 1,20202026396901,2,Female,3600.0
1209,حارس أمن,16/06/1444,شركة بيت مصادر الخليج للموارد البشرية,1-2418618,خاص,صغيرة فئة أ,وسطاء تأجير السيارات,"['Skill data', 'إجادة التعامل مع الأخرين', 'متوسط', 'Language data', 'العربية', 'محترف', 'اللغة الإنجليزية ', 'مبتدئ']",الرياض,AR RIYADH...,"['Salary', '3600.0', 'Benefits', 'بدل نقل 400 ريال']",دوام كامل,0 / 20,20202026396858,0,Male,3600.0
1210,موظف استقبال فندق,16/06/1444,شركة بيت مصادر الخليج للموارد البشرية,1-2418618,خاص,صغيرة فئة أ,وسطاء تأجير السيارات,"['Skill data', 'إحادة التعامل مع الأخرين ', 'متوسط', 'Language data', 'العربيه ', 'محترف', 'اللغه الإنجليزية ', 'مبتدئ']",الرياض,AR RIYADH...,"['Salary', '3600.0', 'Benefits', 'بدل نقل 400 ريال ', 'بدل أداء  500 ريال ']",دوام كامل,0 / 20,20202026396849,0,Both,3600.0
1211,مدخل بيانات,16/06/1444,شركة نواف صالح البطي للتجارة,1-2604723,خاص,صغيرة فئة ب,تجارة الجملة والتجزئه في أنواع أخرى من المركبات ذات المحركات لم ترد فيما سبق,Unknown,الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026396764,0,Female,4000.0
1212,مهندس معماري داخلي,16/06/1444,مصنع كون الإنجاز للصناعة,1-2460659,خاص,صغيرة فئة ب,صناعة المطابخ من الخشب والألمنيوم الخ,Unknown,الرياض,AR RIYADH...,"['Salary', '6000.0']",دوام كامل,0 / 1,20202026396721,0,Both,6000.0
1213,مهندس معماري داخلي,16/06/1444,مصنع كون الإنجاز للصناعة,1-2460659,خاص,صغيرة فئة ب,صناعة المطابخ من الخشب والألمنيوم الخ,Unknown,الرياض,AR RIYADH...,"['Salary', '6000.0']",دوام كامل,0 / 1,20202026396709,0,Both,6000.0
1214,فني تصميم داخلي,16/06/1444,مصنع كون الإنجاز للصناعة,1-2460659,خاص,صغيرة فئة ب,صناعة المطابخ من الخشب والألمنيوم الخ,Unknown,الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026396655,0,Both,4000.0
1215,موظف استقبال فندق,15/06/1444,شقق نور مينا الشرق للوحدات السكنية,4-1728832,خاص,صغيرة فئة ب,الشقق المخدومة,Unknown,المنطقة الشرقية,AD DAMMAM...,"['Salary', '4000.0', 'Benefits', 'تأمينات']",دوام كامل,0 / 2,20202026396456,0,Male,4000.0
1216,عامل تصنيع,15/06/1444,شركة افنان العزيزية للصناعة,1-1958333,خاص,صغيرة فئة ب,صناعة بلاط الحوائط والأرضيات (السيراميك والقيشاني),Unknown,الرياض,MALHAM...,"['Salary', '4000.0', 'Benefits', 'حوافز ومكافأت']",دوام كامل,0 / 10,20202026396413,0,Both,4000.0
1217,مشرف إنتاج,15/06/1444,شركة افنان العزيزية للصناعة,1-1958333,خاص,صغيرة فئة ب,صناعة بلاط الحوائط والأرضيات (السيراميك والقيشاني),Unknown,الرياض,MALHAM...,"['Salary', '4000.0']",دوام كامل,0 / 2,20202026396409,0,Both,4000.0
1218,مهندس إنتاج,15/06/1444,شركة افنان العزيزية للصناعة,1-1958333,خاص,صغيرة فئة ب,صناعة بلاط الحوائط والأرضيات (السيراميك والقيشاني),Unknown,الرياض,MALHAM...,"['Salary', '6000.0']",دوام كامل,0 / 2,20202026396406,0,Both,6000.0
1219,أخصائي تسويق,15/06/1444,شركة ضوء المستقبل للتعليم,9-1501486,خاص,متوسطة فئة أ,البيع بالتجزئة عن طريق الانترنت,"['Skill data', 'تواصل ومبيعات', 'محترف', 'Language data', 'الإنجليزية', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '5500.0', 'Benefits', 'يشترط وجود رخصه قياده']",دوام كامل,0 / 3,20202026396395,2,Female,5500.0
1220,أخصائي خدمة عملاء,15/06/1444,شركة ضوء المستقبل للتعليم,9-1501486,خاص,متوسطة فئة أ,البيع بالتجزئة عن طريق الانترنت,"['Language data', 'اللغه الإنجليزية', 'محترف']",الرياض,AR RIYADH...,"['Salary', '5000.0']",دوام كامل,0 / 1,20202026396384,2,Female,5000.0
1221,مدير مقهى,16/06/1444,مقهى ذات الشعر الأحمر لتقديم المشروبات,1-2358686,خاص,صغيرة فئة أ,أنشطة أخرى من المقاهي,Unknown,الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026396347,0,Both,4000.0
1222,محاسب,15/06/1444,مغاسل مسار السرعة لخدمات السيارات,13-1976489,خاص,صغيرة فئة ب,غسيل وتشحيم السيارات,"['Language data', 'الانجليزي', 'متوسط']",مكة المكرمة,MAKKAH AL...,"['Salary', '6000.0']",دوام كامل,0 / 1,20202026396123,4,Both,6000.0
1223,موظف صندوق محاسبة,15/06/1444,مؤسسة وسق لتنظيم المعارض والمؤتمرات,9-1991691,خاص,صغيرة فئة أ,تنظيم وإدارة المعارض والمؤتمرات,"['Language data', 'العربية', 'محترف', 'الانجليزية', 'متوسط']",مكة المكرمة,JEDDAH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026395939,2,Both,4000.0
1224,بائع,15/06/1444,شركه الاتقان والتجهيزات المعدنيه,1-351685,خاص,صغيرة فئة ب,البيع بالجملة للاكسسوارات المعدنية والاقفال والمفصلات وغيرها,Unknown,الرياض,AR RIYADH...,"['Salary', '4200.0']",دوام كامل,0 / 1,20202026395878,0,Both,4200.0
1225,كيميائي,15/06/1444,مصنع شركة بون للصناعات الطبية,1-2058322,خاص,متوسطة فئة أ,صناعة المواد الدوائية المستخدمة في صنع الأدوية,Unknown,الرياض,AR RIYADH...,"['Salary', '8000.0']",دوام كامل,0 / 1,20202026395875,2,Male,8000.0
1226,أخصائي اضطرابات تخاطب,15/06/1444,شركة الهنوف للمقاولات,1-61610,خاص,عملاقة,التنظيف العام للمباني,Unknown,تبوك,ABA AL QI...,"['Salary', '8000.0']",دوام كامل,0 / 1,20202026395874,0,Both,8000.0
1227,صيدلي,15/06/1444,مصنع شركة بون للصناعات الطبية,1-2058322,خاص,متوسطة فئة أ,صناعة المواد الدوائية المستخدمة في صنع الأدوية,"['Professional certificate \\ License data', 'ترخيص الهيئة السعودية للتخصصات الصحية', 'ضروري']",الرياض,AR RIYADH...,"['Salary', '8000.0']",دوام كامل,0 / 1,20202026395868,2,Male,8000.0
1228,أخصائي تسويق,15/06/1444,شركة انظمة تيرأ للاتصالات وتقنية المعلومات,1-1425294,خاص,صغيرة فئة أ,تصميم وبرمجة البرمجيات الخاصة,Unknown,الرياض,AR RIYADH...,"['Salary', '6000.0']",دوام كامل,0 / 1,20202026395834,0,Male,6000.0
1229,محصل,15/06/1444,شركة المطهرات الخليجية المحدودة شركة شخص واحد,1-94573,خاص,صغيرة فئة ب,البيع بالجملة للأجهزة والمعدات والمستلزمات الطبية,Unknown,الرياض,AR RIYADH...,"['Salary', '4500.0', 'Benefits', 'بونص على التحصيل']",دوام كامل,0 / 1,20202026395787,0,Both,4500.0
1230,مدير تسويق,15/06/1444,شركة نظم الخبرات لتقنية المعلومات شركة شخص واحد,1-1557625,خاص,متوسطة فئة أ,تصميم المواقع الاكترونية,Unknown,الرياض,AR RIYADH...,"['Salary', '10000.0']",دوام كامل,0 / 1,20202026395736,4,Both,10000.0
1231,أخصائي عمليات موارد بشرية,15/06/1444,شركة نظم الخبرات لتقنية المعلومات شركة شخص واحد,1-1557625,خاص,متوسطة فئة أ,تصميم المواقع الاكترونية,Unknown,الرياض,AR RIYADH...,"['Salary', '10000.0']",دوام كامل,0 / 1,20202026395730,4,Both,10000.0
1232,أخصائي تأمين,15/06/1444,شركه دار الوساطه للتأمين المحدوده,9-102601,خاص,متوسطة فئة أ,التأمين ضد المرض وحوادث العمل والبطالة,"['Skill data', 'اكسل شيت', 'متوسط', 'ملم بالحاسب الالي ', 'متوسط', 'Language data', 'الانجليزية ', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '5000.0']",دوام كامل,0 / 5,20202026395612,0,Both,5000.0
1233,مصمم جرافيك,15/06/1444,شركة فنون التعبئة للمنتجات الغذائية,9-2061925,خاص,صغيرة فئة ب,تعبئة وحفظ البقوليات (المطبوخة وغير المطبوخة) بالتعليب,Unknown,مكة المكرمة,JEDDAH...,"['Salary', '8000.0']",دوام كامل,0 / 1,20202026395457,2,Both,8000.0
1234,مراسل,15/06/1444,شركة فنون التعبئة للمنتجات الغذائية,9-2061925,خاص,صغيرة فئة ب,تعبئة وحفظ البقوليات (المطبوخة وغير المطبوخة) بالتعليب,Unknown,مكة المكرمة,JEDDAH...,"['Salary', '6999.0']",دوام كامل,0 / 1,20202026395454,2,Both,6999.0
1235,سكرتير تنفيذي,15/06/1444,شركة فنون التعبئة للمنتجات الغذائية,9-2061925,خاص,صغيرة فئة ب,تعبئة وحفظ البقوليات (المطبوخة وغير المطبوخة) بالتعليب,Unknown,مكة المكرمة,JEDDAH...,"['Salary', '7000.0']",دوام كامل,0 / 1,20202026395450,2,Female,7000.0
1236,مراقب مالي,15/06/1444,شركة فنون التعبئة للمنتجات الغذائية,9-2061925,خاص,صغيرة فئة ب,تعبئة وحفظ البقوليات (المطبوخة وغير المطبوخة) بالتعليب,Unknown,مكة المكرمة,JEDDAH...,"['Salary', '7000.0']",دوام كامل,0 / 1,20202026395447,2,Female,7000.0
1237,مساعد إداري,15/06/1444,شركة فنون التعبئة للمنتجات الغذائية,9-2061925,خاص,صغيرة فئة ب,تعبئة وحفظ البقوليات (المطبوخة وغير المطبوخة) بالتعليب,Unknown,مكة المكرمة,JEDDAH...,"['Salary', '7000.0']",عمل عن بعد,0 / 1,20202026395426,2,Female,7000.0
1238,صيدلي,15/06/1444,شركة الانماء العربي للتجارة,1-2183750,خاص,صغيرة فئة ب,أنشطة مستودعات الأدوية,"['Professional certificate \\ License data', 'مرخص من هيئة التخصصات الصحية ', 'ضروري']",الرياض,AR RIYADH...,"['Salary', '6000.0', 'Benefits', 'يوجد بدلات ومزايا ونسب شهرية وسنوية ']",دوام كامل,0 / 10,20202026395366,0,Both,6000.0
1239,مهندس معماري,15/06/1444,شركة المساحون العرب نصر أحمد اسحاق الحسيني للاستشارات الهندس,1-155268,خاص,صغيرة فئة ب,إستشارات الهندسة الالكترونية,"['Skill data', 'التصميم', 'متوسط', 'Language data', 'الانجليزية', 'محترف', 'Professional certificate \\ License data', 'تسجيل الهيئة السعودية للمهندسين', 'ضروري']",الرياض,AR RIYADH...,"['Salary', '15000.0', 'Benefits', 'بدل انتقال ']",دوام كامل,0 / 1,20202026395337,7,Both,15000.0
1240,موظف صندوق محاسبة,14/06/1444,مطعم فطائر الآب للوجبات السريعة,14-18166,خاص,صغيرة فئة ب,تشغيل المقاصف والكفتيريات على أساس إمتياز محدد ، يشمل ( المقاصف والكفتيريات في المصانع والمكاتب والمستشفيات والمدارس .. الخ ),"['Skill data', 'محاسب يتقن جهاز فودكس', 'متوسط']",المدينة المنورة,YANBU AL ...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026395155,0,Male,4000.0
1241,كاتب موارد بشرية,14/06/1444,مصنع غربله لمواد البناء,2-71137,خاص,متوسطة فئة أ,انتاج أحجار رحى الطواحين وأحجار السن والصقل والشحذ,Unknown,مكة المكرمة,JEDDAH...,"['Salary', '4082.0', 'Benefits', 'موصلات 326']",دوام كامل,0 / 2,20202026395135,0,Female,4082.0
1242,محلل مبرمج,18/06/1444,شركـة ايجاد التقنية لتقنية المعلومات,1-1148347,خاص,صغيرة فئة ب,Unknown,"['Skill data', 'ايجاده اللغة الانجليزية ', 'متوسط', 'Language data', 'اللغة الانجليزية', 'متوسط']",نجران,ABA AR RA...,"['Salary', '10000.0']",دوام كامل,0 / 5,20202026398658,0,Both,10000.0
1243,مندوب مبيعات,18/06/1444,مؤسسة واحة القمة التجارية,1-2463108,خاص,صغيرة فئة أ,صناعة أعلاف الحيوانات الأليفة,"['Skill data', 'لباقة', 'محترف', 'تنظيم الوقت', 'محترف', 'مهارات تواصل', 'محترف', 'مهارات بيع وتسويق', 'محترف', 'Language data', 'انجليزي', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '4000.0', 'Benefits', '1. بيئة عمل ايجابية ومريحة', '2. قابلية التطور الوظيفي', '3. فريق عمل داعم وخلوق']",دوام كامل,0 / 2,20202026398558,2,Female,4000.0
1244,مسؤول تراخيص وتصاريح,18/06/1444,مؤسسة واحة القمة التجارية,1-2463108,خاص,صغيرة فئة أ,صناعة أعلاف الحيوانات الأليفة,"['Skill data', 'تواصل', 'محترف', 'المرونة', 'محترف', 'سلوك إيجابي', 'محترف', 'تنظيم الوقت', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '4000.0', 'Benefits', '1. بيئة عمل إيجابية محفزة مريحة .', '2. فرصة التطور الوظيفي .', '3. تقديم الدورات والدعم .']",دوام كامل,0 / 2,20202026398557,0,Both,4000.0
1245,كهربائي مباني,17/06/1444,مؤسسة التكتيك المتقدمه للمقاولات,9-136324,خاص,صغيرة فئة أ,ترميمات المباني السكنية والغير سكنية,Unknown,مكة المكرمة,JEDDAH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026398452,0,Male,4000.0
1246,مدير بحث وتطوير,17/06/1444,جمعية ريادة لبناء وتطوير القدرات الشبابية,13-1999179,خاص,صغيرة فئة أ,المؤسسات والهيئات الدينية غير ما ذكر فيما سبق .,Unknown,مكة المكرمة,MAKKAH AL...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026398270,4,Both,4000.0
1247,مهندس معماري داخلي,17/06/1444,شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,9-3774,خاص,متوسطة فئة ج,أنشطة الاستشارات الهندسية والمعمارية,"['Skill data', 'لدية خبرة في مجال تصميم وإشراف المشاريع', 'محترف', 'Language data', 'إنجليزي', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '9900.0']",دوام كامل,0 / 1,20202026398269,7,Male,9900.0
1248,أخصائي مبيعات,17/06/1444,شركة خدمة الربط لتقنية المعلومات,1-2309237,خاص,صغيرة فئة ب,تقديم خدمة مراكــز الاتصـال,Unknown,الرياض,AR RIYADH...,"['Salary', '5000.0', 'Benefits', 'عمولات يتم تحديدها على حسب المؤهلات']",دوام كامل,0 / 1,20202026398266,0,Female,5000.0
1249,مهندس كيميائي,17/06/1444,شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,9-3774,خاص,متوسطة فئة ج,أنشطة الاستشارات الهندسية والمعمارية,"['Skill data', 'لدية خبرة في مجال تصميم وإشراف المشاريع', 'محترف', 'Language data', 'إنجليزي', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '9900.0']",دوام كامل,0 / 1,20202026398259,7,Male,9900.0
1250,مهندس زراعي,17/06/1444,شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,9-3774,خاص,متوسطة فئة ج,أنشطة الاستشارات الهندسية والمعمارية,"['Skill data', 'لدية خبرة في مجال تصميم وإشراف المشاريع', 'محترف', 'Language data', 'إنجليزي', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '9900.0']",دوام كامل,0 / 1,20202026398256,7,Male,9900.0
1251,مهندس ميكانيكي,17/06/1444,شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,9-3774,خاص,متوسطة فئة ج,أنشطة الاستشارات الهندسية والمعمارية,"['Skill data', 'لدية خبرة في مجال تصميم وإشراف المشاريع', 'محترف', 'Language data', 'إنجليزي', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '9900.0']",دوام كامل,0 / 1,20202026398236,7,Male,9900.0
1252,مهندس بيئي,17/06/1444,شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,9-3774,خاص,متوسطة فئة ج,أنشطة الاستشارات الهندسية والمعمارية,"['Skill data', 'لدية خبرة في مجال تصميم وإشراف المشاريع', 'محترف', 'Language data', 'إنجليزي', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '9900.0']",دوام كامل,0 / 1,20202026398228,7,Male,9900.0
1253,موظف استقبال فندق,17/06/1444,شركة هادية عبداللطيف جميل لتجارة المواد الغذائية,9-1517934,خاص,متوسطة فئة أ,Unknown,"['Language data', 'الانجليزية', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '5500.0']",دوام كامل,0 / 2,20202026398214,2,Both,5500.0
1254,فني حساب كميات,17/06/1444,شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,9-3774,خاص,متوسطة فئة ج,أنشطة الاستشارات الهندسية والمعمارية,"['Skill data', 'لدية خبرة في مجال مشاريع الإشراف', 'محترف', 'Language data', 'إنجليزي', 'متوسط']",مكة المكرمة,JEDDAH...,"['Salary', '9900.0']",دوام كامل,0 / 1,20202026398094,10,Male,9900.0
1255,مهندس مدني,17/06/1444,شركة زهير فايز  ومشاركوه للاستشارات المعمارية والهندسية,9-3774,خاص,متوسطة فئة ج,أنشطة الاستشارات الهندسية والمعمارية,"['Skill data', 'لدية خبرة في تصميم وإشراف ومتابعة عقود المشاريع', 'محترف', 'Language data', 'إنجليزي', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '9900.0']",دوام كامل,0 / 1,20202026398075,10,Male,9900.0
1256,سكرتير,17/06/1444,شركة سعيد بن سعد بن بخروش الغامدي للتجارة والمقاولات,13-88069,خاص,متوسطة فئة ب,ترميمات المباني السكنية والغير سكنية,Unknown,مكة المكرمة,MAKKAH AL...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026397979,0,Male,4000.0
1257,محاسب,16/06/1444,شركة الهديل الدولية للتجارة,9-2076981,خاص,صغيرة فئة ب,مراكز التوزيع للأغذية والمشروبات,"['Language data', 'الانجلزية', 'متوسط']",مكة المكرمة,JEDDAH...,"['Salary', '6500.0']",دوام كامل,0 / 1,20202026397200,2,Female,6500.0
1259,موظف استقبال فندق,15/06/1444,فندق فيو الشاطيء الفندقية,4-1984109,خاص,صغيرة فئة ب,Unknown,"['Skill data', 'التعامل مع العملاء', 'متوسط', 'Language data', 'لغة انجليزية', 'متوسط']",المنطقة الشرقية,AD DAMMAM...,"['Salary', '4000.0', 'Benefits', 'تأمينات  ']",دوام كامل,0 / 3,20202026396465,0,Male,4000.0
1260,بائع,15/06/1444,مؤسسة وسق لتنظيم المعارض والمؤتمرات,9-1991691,خاص,صغيرة فئة أ,تنظيم وإدارة المعارض والمؤتمرات,"['Language data', 'الانجليزية', 'متوسط', 'العربية', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026395899,2,Both,4000.0
1261,مترجم,15/06/1444,شركة فنون التعبئة للمنتجات الغذائية,9-2061925,خاص,صغيرة فئة ب,تعبئة وحفظ البقوليات (المطبوخة وغير المطبوخة) بالتعليب,Unknown,مكة المكرمة,JEDDAH...,"['Salary', '6000.0']",دوام كامل,0 / 1,20202026395458,2,Both,6000.0
1262,سكرتير,14/06/1444,مصنع غربله لمواد البناء,2-71137,خاص,متوسطة فئة أ,انتاج أحجار رحى الطواحين وأحجار السن والصقل والشحذ,Unknown,مكة المكرمة,JEDDAH...,"['Salary', '4082.0', 'Benefits', 'بدل موصلات 326']",دوام كامل,0 / 1,20202026395130,0,Female,4082.0
1263,أخصائي علاج طبيعي,14/06/1444,مركز الراحة للحجامة,27-1938024,خاص,صغيرة فئة ب,الخدمات الطبية بالمصحات المتخصصة ومراكز إعادة التأهيل والصحة الوقائية,"['Skill data', 'لا يوجد', 'متوسط']",القصيم,UNAYZAH...,"['Salary', '7000.0']",دوام كامل,0 / 2,20202026395117,2,Both,7000.0
1264,أخصائي علاج طبيعي,14/06/1444,مركز الراحة للحجامة,27-1938024,خاص,صغيرة فئة ب,الخدمات الطبية بالمصحات المتخصصة ومراكز إعادة التأهيل والصحة الوقائية,"['Skill data', 'لا يوجد', 'متوسط']",القصيم,UNAYZAH...,"['Salary', '5000.0']",دوام كامل,0 / 2,20202026395115,0,Both,5000.0
1265,أخصائي عمليات موارد بشرية,14/06/1444,مكتب سيجما الكفاءات للاستقدام,9-1387861,خاص,صغيرة فئة أ,التوسط في استقدام العمالة الوافدة,"['Skill data', 'microsoft office', 'محترف', 'Language data', 'الانجليزية', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '5000.0', 'Benefits', 'فرص للترقي وزياده الراتب']",دوام كامل,0 / 1,20202026395113,2,Both,5000.0
1266,مساعد إداري,14/06/1444,مكتب سيجما الكفاءات للاستقدام,9-1387861,خاص,صغيرة فئة أ,التوسط في استقدام العمالة الوافدة,"['Skill data', 'microsoft office', 'محترف', 'Language data', 'الانجليزية', 'متوسط']",مكة المكرمة,JEDDAH...,"['Salary', '4000.0', 'Benefits', 'فرص للترقيه وزياده الراتب']",دوام كامل,0 / 1,20202026395112,2,Both,4000.0
1267,مصمم جرافيك,14/06/1444,مؤسسة ذوق الخيال للملتقيات والمعارض,1-2659375,خاص,صغيرة فئة أ,تنظيم وإدارة المعارض والمؤتمرات,"['Skill data', 'لايوجد', 'مبتدئ']",الرياض,AL HAIR...,"['Salary', '6000.0']",دوام كامل,0 / 7,20202026395064,0,Both,6000.0
1268,محاسب,14/06/1444,شركة الهديل الدولية للتجارة,9-2076981,خاص,صغيرة فئة ب,مراكز التوزيع للأغذية والمشروبات,Unknown,مكة المكرمة,JEDDAH...,"['Salary', '6500.0']",دوام كامل,0 / 1,20202026394971,2,Female,6500.0
1269,عامل كاونتر مأكولات ومشروبات,14/06/1444,مؤسسة قدور نجد لخدمات الاعاشة,9-1935935,خاص,متوسطة فئة ب,محلات الوجبات السريعة ( تشمل محلات البيتزاء ),"['Skill data', 'اللباقة', 'مبتدئ']",مكة المكرمة,JEDDAH...,"['Salary', '4000.0']",دوام كامل,0 / 5,20202026394907,0,Both,4000.0
1270,مهندس تقنية معلومات,14/06/1444,مؤسسة قدور نجد لخدمات الاعاشة,9-1935935,خاص,متوسطة فئة ب,محلات الوجبات السريعة ( تشمل محلات البيتزاء ),"['Language data', 'انجليزي', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '7500.0']",دوام كامل,0 / 1,20202026394904,0,Both,7500.0
1271,أمين مخزن,14/06/1444,محل افاق الاعتماد للتجارة,19-1961360,خاص,صغيرة فئة ب,البيع بالتجزئة لمنتجات الديكور والاسقف الصناعية والمواد العازلة ومواد البناء,Unknown,المنطقة الشرقية,ABRAQIYAH...,"['Salary', '4000.0', 'Benefits', 'تامين طبي ']",دوام كامل,0 / 2,20202026394854,2,Both,4000.0
